3,021009,União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador
3,021010,União das freguesias de Safara e Santo Aleixo da Restauração
2,0211,Odemira
3,021102,Relíquias
3,021103,Sabóia
3,021106,São Luís
3,021107,São Martinho das Amoreiras
3,021111,Vila Nova de Milfontes
3,021115,Luzianes-Gare
3,021116,Boavista dos Pinheiros
3,021117,Longueira/Almograve
3,021118,Colos
3,021119,Santa Clara-a-Velha
3,021120,São Salvador e Santa Maria
3,021121,São Teotónio
3,021122,Vale de Santiago
2,0212,Ourique
3,021203,Ourique
3,021206,Santana da Serra
3,021207,União das freguesias de Garvão e Santa Luzia
3,021208,União das freguesias de Panoias e Conceição
2,0213,Serpa
3,021302,Brinches
3,021303,Pias
3,021307,Vila Verde de Ficalho
3,021308,União das freguesias de Serpa (Salvador e Santa Maria)
3,021309,União das freguesias de Vila Nova de São Bento e Vale de Vargo
2,0214,Vidigueira
3,021401,Pedrógão
3,021402,Selmes
3,021403,Vidigueira
3,021404,Vila de Frades
1,03,Braga
2,0301,Amares
3,030102,Barreiros
3,030104,Bico
3,030105,Caires
3,030107,Carrazedo
3,030108,Dornelas
3,030111,Fiscal
3,030112,Goães
3,030113,Lago
3,030118,Rendufe
3,030119,Bouro (Santa Maria)
3,030120,Bouro (Santa Marta)
3,030125,União das freguesias de Amares e Figueiredo
3,030126,"União das freguesias de Caldelas, Sequeiros e Paranhos"
3,030127,"União das freguesias de Ferreiros, Prozelo e Besteiros"
3,030128,União das freguesias de Torre e Portela
3,030129,"União das freguesias de Vilela, Seramil e Paredes Secas"
2,0302,Barcelos
3,030201,Abade de Neiva
3,030202,Aborim
3,030203,Adães
3,030205,Airó
3,030206,Aldreu
3,030208,Alvelos
3,030209,Arcozelo
3,030210,Areias
3,030212,Balugães
3,030213,Barcelinhos
3,030215,Barqueiros
3,030216,Cambeses
3,030218,Carapeços
3,030220,Carvalhal
3,030221,Carvalhas
3,030224,Cossourado
3,030228,Cristelo
3,030234,Fornelos
3,030235,Fragoso
3,030237,Gilmonde
3,030242,Lama
3,030243,Lijó
3,030244,Macieira de Rates
3,030245,Manhente
3,030247,Martim
3,030252,Moure
3,030254,Oliveira
3,030255,Palme
3,030256,Panque
3,030257,Paradela
3,030259,Pereira
3,030260,Perelhal
3,030261,Pousa
3,030263,Remelhe
3,030264,Roriz
3,030265,Rio Covo (Santa Eugénia)
3,030268,Galegos (Santa Maria)
3,030272,Galegos (São Martinho)
3,030277,Tamel (São Veríssimo)
3,030279,Silva
3,030282,Ucha
3,030283,Várzea
3,030287,Vila Seca
3,030290,União das freguesias de Alheira e Igreja Nova
3,030291,União das freguesias de Alvito (São Pedro e São Martinho) e Couto
3,030292,União das freguesias de Areias de Vilar e Encourados
3,030293,"União das freguesias de Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro)"
3,030294,União das freguesias de Campo e Tamel (São Pedro Fins)
3,030295,União das freguesias de Carreira e Fonte Coberta
3,030296,"União das freguesias de Chorente, Góios, Courel, Pedra Furada e Gueral"
3,030297,União das freguesias de Creixomil e Mariz
3,030298,União das freguesias de Durrães e Tregosa
3,030299,União das freguesias de Gamil e Midões
3,0302FA,"União das freguesias de Milhazes, Vilar de Figos e Faria"
3,0302FB,União das freguesias de Negreiros e Chavão
3,0302FC,União das freguesias de Quintiães e Aguiar
3,0302FD,União das freguesias de Sequeade e Bastuço (São João e Santo Estevão)
3,0302FE,União das freguesias de Silveiros e Rio Covo (Santa Eulália)
3,0302FF,União das freguesias de Tamel (Santa Leocádia) e Vilar do Monte
3,0302FG,"União das freguesias de Viatodos, Grimancelos, Minhotães e Monte de Fralães"
3,0302FH,União das freguesias de Vila Cova e Feitos
2,0303,Braga
3,030301,Adaúfe
3,030312,Espinho
3,030313,Esporões
3,030315,Figueiredo
3,030319,Gualtar
3,030322,Lamas
3,030325,Mire de Tibães
3,030330,Padim da Graça
3,030331,Palmeira
3,030334,Pedralva
3,030336,Priscos
3,030338,Ruilhe
3,030349,Braga (São Vicente)
3,030351,Braga (São Vítor)
3,030354,Sequeira
3,030355,Sobreposta
3,030356,Tadim
3,030357,Tebosa
3,030363,União das freguesias de Arentim e Cunha
3,030364,"União das freguesias de Braga (Maximinos, Sé e Cividade)"
3,030365,União das freguesias de Braga (São José de São Lázaro e São João do Souto)
3,030366,União das freguesias de Cabreiros e Passos (São Julião)
3,030367,"União das freguesias de Celeirós, Aveleda e Vimieiro"
3,030368,União das freguesias de Crespos e Pousada
3,030369,União das freguesias de Escudeiros e Penso (Santo Estêvão e São Vicente)
3,030370,União das freguesias de Este (São Pedro e São Mamede)
3,030371,União das freguesias de Ferreiros e Gondizalves
3,030372,União das freguesias de Guisande e Oliveira (São Pedro)
3,030373,União das freguesias de Lomar e Arcos
3,030374,"União das freguesias de Merelim (São Paio), Panoias e Parada de Tibães"
3,030375,União das freguesias de Merelim (São Pedro) e Frossos
3,030376,União das freguesias de Morreira e Trandeiras
3,030377,"União das freguesias de Nogueira, Fraião e Lamaçães"
3,030378,União das freguesias de Nogueiró e Tenões
3,030379,"União das freguesias de Real, Dume e Semelhe"
3,030380,União das freguesias de Santa Lucrécia de Algeriz e Navarra
3,030381,União das freguesias de Vilaça e Fradelos
2,0304,Cabeceiras de Basto
3,030401,Abadim
3,030404,Basto
3,030405,Bucos
3,030406,Cabeceiras de Basto
3,030407,Cavez
3,030408,Faia
3,030413,Pedraça
3,030415,Rio Douro
3,030418,União das freguesias de Alvite e Passos
3,030419,União das freguesias de Arco de Baúlhe e Vila Nune
3,030420,União das freguesias de Gondiães e Vilar de Cunhas
3,030421,"União das freguesias de Refojos de Basto, Outeiro e Painzela"
2,0305,Celorico de Basto
3,030501,Agilde
3,030502,Arnóia
3,030503,Borba de Montanha
3,030508,Codeçoso
3,030510,Fervença
3,030515,Moreira do Castelo
3,030517,Rego
3,030518,Ribas
3,030520,Basto (São Clemente)
3,030521,Vale de Bouro
3,030523,"União das freguesias de Britelo, Gémeos e Ourilhe"
3,030524,União das freguesias de Caçarilhe e Infesta
3,030525,União das freguesias de Canedo de Basto e Corgo
3,030526,União das freguesias de Carvalho e Basto (Santa Tecla)
3,030527,"União das freguesias de Veade, Gagos e Molares"
2,0306,Esposende
3,030601,Antas
3,030608,Forjães
3,030610,Gemeses
3,030615,Vila Chã
3,030616,União das freguesias de Apúlia e Fão
3,030617,União das freguesias de Belinho e Mar
3,030618,"União das freguesias de Esposende, Marinhas e Gandra"
3,030619,União das freguesias de Fonte Boa e Rio Tinto
3,030620,União das freguesias de Palmeira de Faro e Curvos
2,0307,Fafe
3,030705,Armil
3,030708,Estorãos
3,030709,Fafe
3,030712,Fornelos
3,030714,Golães
3,030716,Medelo
3,030719,Passos
3,030722,Quinchães
3,030723,Regadas
3,030724,Revelhe
3,030725,Ribeiros
3,030726,Arões (Santa Cristina)
3,030728,São Gens
3,030729,Silvares (São Martinho)
3,030730,Arões (São Romão)
3,030733,Travassós
3,030736,Vinhós
3,030737,"União de freguesias de Aboim, Felgueiras, Gontim e Pedraído"
3,030738,União de freguesias de Agrela e Serafão
3,030739,União de freguesias de Antime e Silvares (São Clemente)
3,030740,"União de freguesias de Ardegão, Arnozela e Seidões"
3,030741,União de freguesias de Cepães e Fareja
3,030742,União de freguesias de Freitas e Vila Cova
3,030743,União de freguesias de Monte e Queimadela
3,030744,União de freguesias de Moreira do Rei e Várzea Cova
2,0308,Guimarães
3,030801,Aldão
3,030804,Azurém
3,030806,Barco
3,030807,Brito
3,030808,Caldelas
3,030812,Costa
3,030813,Creixomil
3,030815,Fermentões
3,030820,Gonça
3,030821,Gondar
3,030823,Guardizela
3,030824,Infantas
3,030827,Longos
3,030828,Lordelo
3,030830,Mesão Frio
3,030831,Moreira de Cónegos
3,030832,Nespereira
3,030835,Pencelo
3,030836,Pinheiro
3,030837,Polvoreira
3,030838,Ponte
3,030840,Ronfe
3,030842,Prazins (Santa Eufémia)
3,030850,Selho (São Cristóvão)
3,030854,Selho (São Jorge)
3,030857,Candoso (São Martinho)
3,030858,Sande (São Martinho)
3,030865,São Torcato
3,030866,Serzedelo
3,030868,Silvares
3,030871,Urgezes
3,030875,União das freguesias de Abação e Gémeos
3,030876,"União das freguesias de Airão Santa Maria, Airão São João e Vermil"
3,030877,União das freguesias de Arosa e Castelões
3,030878,União das freguesias de Atães e Rendufe
3,030879,União das freguesias de Briteiros Santo Estêvão e Donim
3,030880,União das freguesias de Briteiros São Salvador e Briteiros Santa Leocádia
3,030881,União das freguesias de Candoso São Tiago e Mascotelos
3,030882,União das freguesias de Conde e Gandarela
3,030883,"União das freguesias de Leitões, Oleiros e Figueiredo"
3,030884,"União das freguesias de Oliveira, São Paio e São Sebastião"
3,030885,União das freguesias de Prazins Santo Tirso e Corvite
3,030886,União das freguesias de Sande São Lourenço e Balazar
3,030887,União das freguesias de Sande Vila Nova e Sande São Clemente
3,030888,União das freguesias de Selho São Lourenço e Gominhães
3,030889,União das freguesias de Serzedo e Calvos
3,030890,"União das freguesias de Souto Santa Maria, Souto São Salvador e Gondomar"
3,030891,União das freguesias de Tabuadelo e São Faustino
2,0309,Póvoa de Lanhoso
3,030906,Covelas
3,030908,Ferreiros
3,030912,Galegos
3,030913,Garfe
3,030914,Geraz do Minho
3,030915,Lanhoso
3,030917,Monsul
3,030919,Póvoa de Lanhoso (Nossa Senhora do Amparo)
3,030921,Rendufinho
3,030922,Santo Emilião
3,030923,São João de Rei
3,030924,Serzedelo
3,030925,Sobradelo da Goma
3,030926,Taíde
3,030927,Travassos
3,030929,Vilela
3,030930,União das freguesias de Águas Santas e Moure
3,030931,União das freguesias de Calvos e Frades
3,030932,União das freguesias de Campos e Louredo
3,030933,União das freguesias de Esperança e Brunhais
3,030934,União das freguesias de Fonte Arcada e Oliveira
3,030935,"União das freguesias de Verim, Friande e Ajude"
2,0310,Terras de Bouro
3,031001,Balança
3,031003,Campo do Gerês
3,031004,Carvalheira
3,031008,Covide
3,031009,Gondoriz
3,031010,Moimenta
3,031012,Ribeira
3,031013,Rio Caldo
3,031014,Souto
3,031015,Valdosende
3,031017,Vilar da Veiga
3,031018,União das freguesias de Chamoim e Vilar
3,031019,União das freguesias de Chorense e Monte
3,031020,União das freguesias de Cibões e Brufe
2,0311,Vieira do Minho
3,031105,Cantelães
3,031107,Eira Vedra
3,031108,Guilhofrei
3,031109,Louredo
3,031110,Mosteiro
3,031111,Parada do Bouro
3,031112,Pinheiro
3,031113,Rossas
3,031115,Salamonde
3,031118,Tabuaças
3,031120,Vieira do Minho
3,031122,União das freguesias de Anissó e Soutelo
3,031123,União das freguesias de Anjos e Vilar do Chão
3,031124,União das freguesias de Caniçada e Soengas
3,031125,União das freguesias de Ruivães e Campos
3,031126,União das freguesias de Ventosa e Cova
2,0312,Vila Nova de Famalicão
3,031204,Bairro
3,031206,Brufe
3,031210,Castelões
3,031212,Cruz
3,031213,Delães
3,031215,Fradelos
3,031216,Gavião
3,031219,Joane
3,031221,Landim
3,031223,Louro
3,031224,Lousado
3,031225,Mogege
3,031227,Nine
3,031230,Pedome
3,031232,Pousada de Saramagos
3,031233,Requião
3,031234,Riba de Ave
3,031235,Ribeirão
3,031239,Oliveira (Santa Maria)
3,031241,Vale (São Martinho)
3,031242,Oliveira (São Mateus)
3,031247,Vermoim
3,031249,Vilarinho das Cambas
3,031250,União das freguesias de Antas e Abade de Vermoim
3,031251,União das freguesias de Arnoso (Santa Maria e Santa Eulália) e Sezures
3,031252,União das freguesias de Avidos e Lagoa
3,031253,União das freguesias de Carreira e Bente
3,031254,União das freguesias de Esmeriz e Cabeçudos
3,031255,"União das freguesias de Gondifelos, Cavalões e Outiz"
3,031256,"União das freguesias de Lemenhe, Mouquim e Jesufrei"
3,031257,União das freguesias de Ruivães e Novais
3,031258,União das freguesias de Seide
3,031259,"União das freguesias de Vale (São Cosme), Telhado e Portela"
3,031260,União das freguesias de Vila Nova de Famalicão e Calendário
2,0313,Vila Verde
3,031304,Atiães
3,031308,Cabanelas
3,031309,Cervães
3,031311,Coucieiro
3,031313,Dossãos
3,031316,Freiriz
3,031317,Gême
3,031323,Lage
3,031324,Lanhas
3,031325,Loureira
3,031328,Moure
3,031330,Oleiros
3,031331,Parada de Gatim
3,031335,Pico
3,031337,Ponte
3,031340,Sabariz
3,031342,Vila de Prado
3,031350,Prado (São Miguel)
3,031352,Soutelo
3,031354,Turiz
3,031355,Valdreu
3,031359,Aboim da Nóbrega e Gondomar
3,031360,União das freguesias da Ribeira do Neiva
3,031361,União das freguesias de Carreiras (São Miguel) e Carreiras (Santiago)
3,031362,União das freguesias de Escariz (São Mamede) e Escariz (São Martinho)
3,031363,"União das freguesias de Esqueiros, Nevogilde e Travassós"
3,031364,União das freguesias de Marrancos e Arcozelo
3,031365,União das freguesias de Oriz (Santa Marinha) e Oriz (São Miguel)
3,031366,"União das freguesias de Pico de Regalados, Gondiães e Mós"
3,031367,"União das freguesias de Sande, Vilarinho, Barros e Gomide"
3,031368,"União das freguesias de Valbom (São Pedro), Passô e Valbom (São Martinho)"
3,031369,União das freguesias do Vade
3,031370,Vila Verde e Barbudo
2,0314,Vizela
3,031401,Santa Eulália
3,031404,Infias
3,031406,Vizela (Santo Adrião)
3,031408,União das freguesias de Caldas de Vizela (São Miguel e São João)
3,031409,União das freguesias de Tagilde e Vizela (São Paio)
1,04,Bragança
2,0401,Alfândega da Fé
3,040102,Alfândega da Fé
3,040103,Cerejais
3,040111,Sambade
3,040118,Vilar Chão
3,040119,Vilarelhos
3,040120,Vilares de Vilariça
3,040121,"União das freguesias de Agrobom, Saldonha e Vale Pereiro"
3,040122,"União das freguesias de Eucisia, Gouveia e Valverde"
3,040123,União das freguesias de Ferradosa e Sendim da Serra
3,040124,União das freguesias de Gebelim e Soeima
3,040125,União das freguesias de Parada e Sendim da Ribeira
3,040126,União das freguesias de Pombal e Vales
2,0402,Bragança
3,040201,Alfaião
3,040203,Babe
3,040204,Baçal
3,040206,Carragosa
3,040209,Castro de Avelãs
3,040210,Coelhoso
3,040212,Donai
3,040213,Espinhosela
3,040215,França
3,040216,Gimonde
3,040217,Gondesende
3,040218,Gostei
3,040219,Grijó de Parada
3,040221,Macedo do Mato
3,040224,Mós
3,040225,Nogueira
3,040226,Outeiro
3,040229,Parâmio
3,040230,Pinela
3,040232,Quintanilha
3,040233,Quintela de Lampaças
3,040234,Rabal
3,040236,Rebordãos
3,040239,Salsas
3,040240,Samil
3,040241,Santa Comba de Rossas
3,040244,São Pedro de Sarracenos
3,040246,Sendas
3,040247,Serapicos
3,040248,Sortes
3,040249,Zoio
3,040250,União das freguesias de Aveleda e Rio de Onor
3,040251,União das freguesias de Castrelos e Carrazedo
3,040252,"União das freguesias de Izeda, Calvelhe e Paradinha Nova"
3,040253,União das freguesias de Parada e Faílde
3,040254,União das freguesias de Rebordainhos e Pombares
3,040255,União das freguesias de Rio Frio e Milhão
3,040256,União das freguesias de São Julião de Palácios e Deilão
3,040257,"União das freguesias de Sé, Santa Maria e Meixedo"
2,0403,Carrazeda de Ansiães
3,040304,Carrazeda de Ansiães
3,040306,Fonte Longa
3,040308,Linhares
3,040309,Marzagão
3,040311,Parambos
3,040312,Pereiros
3,040313,Pinhal do Norte
3,040314,Pombal
3,040316,Seixo de Ansiães
3,040318,Vilarinho da Castanheira
3,040320,União das freguesias de Amedo e Zedes
3,040321,União das freguesias de Belver e Mogo de Malta
3,040322,União das freguesias de Castanheiro do Norte e Ribalonga
3,040323,"União das freguesias de Lavandeira, Beira Grande e Selores"
2,0404,Freixo de Espada à Cinta
3,040404,Ligares
3,040406,Poiares
3,040407,União das freguesias de Freixo de Espada à Cinta e Mazouco
3,040408,União das freguesias de Lagoaça e Fornos
2,0405,Macedo de Cavaleiros
3,040502,Amendoeira
3,040503,Arcas
3,040507,Carrapatas
3,040509,Chacim
3,040510,Cortiços
3,040511,Corujas
3,040514,Ferreira
3,040515,Grijó
3,040516,Lagoa
3,040517,Lamalonga
3,040518,Lamas
3,040519,Lombo
3,040520,Macedo de Cavaleiros
3,040521,Morais
3,040523,Olmos
3,040524,Peredo
3,040526,Salselas
3,040528,Sezulfe
3,040530,Talhas
3,040532,Vale Benfeito
3,040533,Vale da Porca
3,040534,Vale de Prados
3,040536,Vilarinho de Agrochão
3,040538,Vinhas
3,040539,União das freguesias de Ala e Vilarinho do Monte
3,040540,União das freguesias de Bornes e Burga
3,040541,União das freguesias de Castelãos e Vilar do Monte
3,040542,"União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco"
3,040543,União das freguesias de Podence e Santa Combinha
3,040544,União das freguesias de Talhinhas e Bagueixe
2,0406,Miranda do Douro
3,040604,Duas Igrejas
3,040605,Genísio
3,040607,Malhadas
3,040608,Miranda do Douro
3,040609,Palaçoulo
3,040611,Picote
3,040612,Póvoa
3,040613,São Martinho de Angueira
3,040616,Vila Chã de Braciosa
3,040618,União das freguesias de Constantim e Cicouro
3,040619,União das freguesias de Ifanes e Paradela
3,040620,União das freguesias de Sendim e Atenor
3,040621,União das freguesias de Silva e Águas Vivas
2,0407,Mirandela
3,040701,Abambres
3,040702,Abreiro
3,040703,Aguieiras
3,040704,Alvites
3,040708,Bouça
3,040709,Cabanelas
3,040710,Caravelas
3,040711,Carvalhais
3,040712,Cedães
3,040713,Cobro
3,040714,Fradizela
3,040716,Frechas
3,040718,Lamas de Orelhão
3,040720,Mascarenhas
3,040721,Mirandela
3,040722,Múrias
3,040724,Passos
3,040727,São Pedro Velho
3,040728,São Salvador
3,040729,Suçães
3,040730,Torre de Dona Chama
3,040731,Vale de Asnes
3,040732,Vale de Gouvinhas
3,040733,Vale de Salgueiro
3,040734,Vale de Telhas
3,040738,União das freguesias de Avantos e Romeu
3,040739,"União das Freguesias de Avidagos, Navalho e Pereira"
3,040740,"União das freguesias de Barcel, Marmelos e Valverde da Gestosa"
3,040741,União das freguesias de Franco e Vila Boa
3,040742,União das freguesias de Freixeda e Vila Verde
2,0408,Mogadouro
3,040801,Azinhoso
3,040802,Bemposta
3,040803,Bruçó
3,040804,Brunhoso
3,040807,Castelo Branco
3,040808,Castro Vicente
3,040809,Meirinhos
3,040811,Paradela
3,040812,Penas Roias
3,040813,Peredo da Bemposta
3,040815,Saldanha
3,040817,São Martinho do Peso
3,040819,Tó
3,040820,Travanca
3,040821,Urrós
3,040822,Vale da Madre
3,040826,Vila de Ala
3,040829,"União das freguesias de Brunhozinho, Castanheira e Sanhoane"
3,040830,"União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei"
3,040831,União das freguesias de Remondes e Soutelo
3,040832,União das freguesias de Vilarinho dos Galegos e Ventozelo
2,0409,Torre de Moncorvo
3,040901,Açoreira
3,040903,Cabeça Boa
3,040905,Carviçais
3,040906,Castedo
3,040909,Horta da Vilariça
3,040910,Larinho
3,040911,Lousa
3,040913,Mós
3,040916,Torre de Moncorvo
3,040918,União das freguesias de Adeganha e Cardanha
3,040919,União das freguesias de Felgar e Souto da Velha
3,040920,União das freguesias de Felgueiras e Maçores
3,040921,União das freguesias de Urros e Peredo dos Castelhanos
2,0410,Vila Flor
3,041002,Benlhevai
3,041005,Freixiel
3,041009,Roios
3,041010,Samões
3,041011,Sampaio
3,041012,Santa Comba de Vilariça
3,041013,Seixo de Manhoses
3,041014,Trindade
3,041015,Vale Frechoso
3,041020,União das freguesias de Assares e Lodões
3,041021,União das freguesias de Candoso e Carvalho de Egas
3,041022,União das freguesias de Valtorno e Mourão
3,041023,União das freguesias de Vila Flor e Nabo
3,041024,União das freguesias de Vilas Boas e Vilarinho das Azenhas
2,0411,Vimioso
3,041103,Argozelo
3,041107,Carção
3,041108,Matela
3,041109,Pinelo
3,041110,Santulhão
3,041113,Vilar Seco
3,041114,Vimioso
3,041115,"União das freguesias de Algoso, Campo de Víboras e Uva"
3,041116,União das freguesias de Caçarelhos e Angueira
3,041117,União das freguesias de Vale de Frades e Avelanoso
2,0412,Vinhais
3,041201,Agrochão
3,041203,Candedo
3,041204,Celas
3,041206,Edral
3,041207,Edrosa
3,041208,Ervedosa
3,041215,Paçó
3,041216,Penhas Juntas
3,041219,Rebordelo
3,041221,Santalha
3,041226,Tuizelo
3,041227,Vale das Fontes
3,041229,Vila Boa de Ousilhão
3,041230,Vila Verde
3,041232,Vilar de Ossos
3,041233,Vilar de Peregrinos
3,041234,Vilar Seco de Lomba
